project_id	case_id	case_submitter_id	sample_id	sample_submitter_id	portion_id	portion_submitter_id	analyte_id	analyte_submitter_id	a260_a280_ratio	amount	analyte_quantity	analyte_type	analyte_type_id	analyte_volume	concentration	normal_tumor_genotype_snp_match	ribosomal_rna_28s_16s_ratio	spectrophotometer_method	state	well_number
TCGA-LGG	a343fbe3-147a-4656-9e90-5408298ca12c	TCGA-S9-A6U0	182a9f22-b922-4bc8-9ccc-cb43d82ab240	TCGA-S9-A6U0-01A	778f65a3-f473-46a3-9d96-960a5f78e29c	TCGA-S9-A6U0-01A-12	6616f39b-ea66-470e-b94c-f776679f90c1	TCGA-S9-A6U0-01A-12R	1.76	'--	'--	RNA	R	'--	0.16	'--	'--	UV Spec	released	'--
TCGA-LGG	a343fbe3-147a-4656-9e90-5408298ca12c	TCGA-S9-A6U0	182a9f22-b922-4bc8-9ccc-cb43d82ab240	TCGA-S9-A6U0-01A	778f65a3-f473-46a3-9d96-960a5f78e29c	TCGA-S9-A6U0-01A-12	d101c963-be36-4a8a-a961-852e882bf427	TCGA-S9-A6U0-01A-12W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	'--	'--	'--	released	'--
TCGA-LGG	a343fbe3-147a-4656-9e90-5408298ca12c	TCGA-S9-A6U0	e16fad61-44c3-4361-bad3-43655f353454	TCGA-S9-A6U0-10A	74eebcf2-00fc-48d5-acd2-2bd053bb62c2	TCGA-S9-A6U0-10A-01	3a02af22-6d16-4e92-9b8c-46249b3b4659	TCGA-S9-A6U0-10A-01D	'--	'--	'--	DNA	D	'--	0.14	'--	'--	PicoGreen	released	'--
TCGA-LGG	a343fbe3-147a-4656-9e90-5408298ca12c	TCGA-S9-A6U0	e16fad61-44c3-4361-bad3-43655f353454	TCGA-S9-A6U0-10A	74eebcf2-00fc-48d5-acd2-2bd053bb62c2	TCGA-S9-A6U0-10A-01	f98ce699-d83b-4612-ac0b-c82a3ef5adaf	TCGA-S9-A6U0-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	'--	'--	'--	released	'--
TCGA-LGG	48314732-5d1c-43e6-9878-5b58dfaeb06a	TCGA-HT-7471	a3d4abda-de44-4580-b16a-e255c48222d2	TCGA-HT-7471-10B	bf1d7be0-28a2-4acf-a2fb-a0b753dc221b	TCGA-HT-7471-10B-01	47a869c3-9978-4d9f-84d6-cedc0d0c54ff	TCGA-HT-7471-10B-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	'--	'--	PicoGreen	released	'--
TCGA-LGG	48314732-5d1c-43e6-9878-5b58dfaeb06a	TCGA-HT-7471	a3d4abda-de44-4580-b16a-e255c48222d2	TCGA-HT-7471-10B	bf1d7be0-28a2-4acf-a2fb-a0b753dc221b	TCGA-HT-7471-10B-01	56d371c4-1e1f-42e5-bc5d-968e3b59f02c	TCGA-HT-7471-10B-01D	'--	'--	'--	DNA	D	'--	0.14	'--	'--	PicoGreen	released	'--
TCGA-LGG	48314732-5d1c-43e6-9878-5b58dfaeb06a	TCGA-HT-7471	4a579925-cca7-4212-9299-843bb6eb0eb7	TCGA-HT-7471-01A	e183fb2f-ff3a-4544-b77e-4076280fa681	TCGA-HT-7471-01A-11	e4efc476-d9e7-44f2-a022-1dd1aa2737f5	TCGA-HT-7471-01A-11D	'--	'--	'--	DNA	D	'--	0.13	'--	'--	PicoGreen	released	'--
TCGA-LGG	48314732-5d1c-43e6-9878-5b58dfaeb06a	TCGA-HT-7471	4a579925-cca7-4212-9299-843bb6eb0eb7	TCGA-HT-7471-01A	e183fb2f-ff3a-4544-b77e-4076280fa681	TCGA-HT-7471-01A-11	4f416787-a5f3-413c-b072-0eb08eb71158	TCGA-HT-7471-01A-11R	'--	'--	'--	RNA	R	'--	0.16	'--	'--	UV Spec	released	'--
TCGA-LGG	48314732-5d1c-43e6-9878-5b58dfaeb06a	TCGA-HT-7471	4a579925-cca7-4212-9299-843bb6eb0eb7	TCGA-HT-7471-01A	e183fb2f-ff3a-4544-b77e-4076280fa681	TCGA-HT-7471-01A-11	bd6a2a35-b9f3-4a3b-9468-eeaeff852006	TCGA-HT-7471-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	'--	'--	PicoGreen	released	'--
TCGA-LGG	c916b9a4-008e-4d79-a50c-f15c3549fcf6	TCGA-HT-7879	ec3c1d0e-5f84-4c79-91d6-526f4f8d415e	TCGA-HT-7879-10A	546d1cc8-b74d-46f9-919a-81ea8e3ecc54	TCGA-HT-7879-10A-01	d0cea376-32be-4b55-80b8-0bbe3915a13e	TCGA-HT-7879-10A-01D	'--	'--	'--	DNA	D	'--	0.17	'--	'--	PicoGreen	released	'--
TCGA-LGG	c916b9a4-008e-4d79-a50c-f15c3549fcf6	TCGA-HT-7879	ec3c1d0e-5f84-4c79-91d6-526f4f8d415e	TCGA-HT-7879-10A	546d1cc8-b74d-46f9-919a-81ea8e3ecc54	TCGA-HT-7879-10A-01	318c9965-3199-4568-b6db-51b14536f679	TCGA-HT-7879-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	'--	'--	'--	released	'--
TCGA-LGG	c916b9a4-008e-4d79-a50c-f15c3549fcf6	TCGA-HT-7879	5c724d2b-cc13-4fef-ae5b-15da6edef521	TCGA-HT-7879-01A	98a5abbc-2363-498d-9e2d-0b3c7ec4bc96	TCGA-HT-7879-01A-11	806a0748-620a-4b17-af2d-049ec50dd526	TCGA-HT-7879-01A-11R	'--	'--	'--	RNA	R	'--	0.14	'--	'--	UV Spec	released	'--
TCGA-LGG	c916b9a4-008e-4d79-a50c-f15c3549fcf6	TCGA-HT-7879	5c724d2b-cc13-4fef-ae5b-15da6edef521	TCGA-HT-7879-01A	98a5abbc-2363-498d-9e2d-0b3c7ec4bc96	TCGA-HT-7879-01A-11	ac2a85e4-d9ad-4b08-bb2e-ee08ea80b5ce	TCGA-HT-7879-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	'--	'--	'--	released	'--
TCGA-LGG	c916b9a4-008e-4d79-a50c-f15c3549fcf6	TCGA-HT-7879	5c724d2b-cc13-4fef-ae5b-15da6edef521	TCGA-HT-7879-01A	98a5abbc-2363-498d-9e2d-0b3c7ec4bc96	TCGA-HT-7879-01A-11	96a9d804-813b-4246-b474-87e213d84215	TCGA-HT-7879-01A-11D	'--	'--	'--	DNA	D	'--	0.14	'--	'--	PicoGreen	released	'--
TCGA-LGG	b60fce04-9779-42c0-8161-d29d8a1d7c64	TCGA-QH-A6X3	91178e78-a992-4c7a-9fe8-880494e75177	TCGA-QH-A6X3-01A	b8792782-8b65-48ab-b43b-4caabfccb4d6	TCGA-QH-A6X3-01A-21	f5f63261-6f6b-457f-865b-33ae5270e59b	TCGA-QH-A6X3-01A-21W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	'--	'--	'--	released	'--
TCGA-LGG	b60fce04-9779-42c0-8161-d29d8a1d7c64	TCGA-QH-A6X3	91178e78-a992-4c7a-9fe8-880494e75177	TCGA-QH-A6X3-01A	b8792782-8b65-48ab-b43b-4caabfccb4d6	TCGA-QH-A6X3-01A-21	85b8f29b-f33c-474c-a71f-b8947ede9420	TCGA-QH-A6X3-01A-21D	'--	'--	'--	DNA	D	'--	0.16	'--	'--	PicoGreen	released	'--
TCGA-LGG	b60fce04-9779-42c0-8161-d29d8a1d7c64	TCGA-QH-A6X3	91178e78-a992-4c7a-9fe8-880494e75177	TCGA-QH-A6X3-01A	b8792782-8b65-48ab-b43b-4caabfccb4d6	TCGA-QH-A6X3-01A-21	69b9f8fa-babf-422a-b5b2-2fb5b2861c52	TCGA-QH-A6X3-01A-21R	1.94	'--	'--	RNA	R	'--	0.17	'--	'--	UV Spec	released	'--
TCGA-LGG	b60fce04-9779-42c0-8161-d29d8a1d7c64	TCGA-QH-A6X3	b153d553-d16b-4c2e-af42-0dc1f0949298	TCGA-QH-A6X3-10B	ca251979-e243-402c-9693-067ea8a96ad5	TCGA-QH-A6X3-10B-01	06de93c6-471c-4e23-bf08-d12b0f16701d	TCGA-QH-A6X3-10B-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	'--	'--	'--	released	'--
TCGA-LGG	b60fce04-9779-42c0-8161-d29d8a1d7c64	TCGA-QH-A6X3	b153d553-d16b-4c2e-af42-0dc1f0949298	TCGA-QH-A6X3-10B	ca251979-e243-402c-9693-067ea8a96ad5	TCGA-QH-A6X3-10B-01	0c4e3481-7d08-440e-b64b-dead673d9516	TCGA-QH-A6X3-10B-01D	'--	'--	'--	DNA	D	'--	0.15	'--	'--	PicoGreen	released	'--
TCGA-LGG	451bad4f-6d72-4526-9978-38e090fc479f	TCGA-QH-A65X	7d4f671b-4a40-44f0-b23c-70c5b8881b26	TCGA-QH-A65X-01A	8305e70f-f4c8-4c92-945b-9c1d661dd26e	TCGA-QH-A65X-01A-11	6b62cf66-a8f8-44cd-a9d2-b9dd85b7213f	TCGA-QH-A65X-01A-11R	1.89	'--	'--	RNA	R	'--	0.16	'--	'--	UV Spec	released	'--
TCGA-LGG	451bad4f-6d72-4526-9978-38e090fc479f	TCGA-QH-A65X	7d4f671b-4a40-44f0-b23c-70c5b8881b26	TCGA-QH-A65X-01A	8305e70f-f4c8-4c92-945b-9c1d661dd26e	TCGA-QH-A65X-01A-11	b1ec80d4-4a7e-4ba1-ac92-5d6c89b66a56	TCGA-QH-A65X-01A-11D	'--	'--	'--	DNA	D	'--	0.14	'--	'--	PicoGreen	released	'--
TCGA-LGG	451bad4f-6d72-4526-9978-38e090fc479f	TCGA-QH-A65X	7d4f671b-4a40-44f0-b23c-70c5b8881b26	TCGA-QH-A65X-01A	8305e70f-f4c8-4c92-945b-9c1d661dd26e	TCGA-QH-A65X-01A-11	decdcef6-2277-4a0c-9f92-6ea51548c01e	TCGA-QH-A65X-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	'--	'--	'--	released	'--
TCGA-LGG	451bad4f-6d72-4526-9978-38e090fc479f	TCGA-QH-A65X	a3c2d018-d116-46c9-af7a-20681e11d0c2	TCGA-QH-A65X-10D	4381f36a-b471-4686-89eb-baf13dbd7153	TCGA-QH-A65X-10D-01	88444b0f-3a3a-48a6-b18a-429313bb2b6f	TCGA-QH-A65X-10D-01D	'--	'--	'--	DNA	D	'--	0.16	'--	'--	PicoGreen	released	'--
TCGA-LGG	451bad4f-6d72-4526-9978-38e090fc479f	TCGA-QH-A65X	a3c2d018-d116-46c9-af7a-20681e11d0c2	TCGA-QH-A65X-10D	4381f36a-b471-4686-89eb-baf13dbd7153	TCGA-QH-A65X-10D-01	b50010dc-fe1f-4005-9f3d-a041f2c73df4	TCGA-QH-A65X-10D-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	'--	'--	'--	released	'--
TCGA-LGG	e09f93e1-1649-48fa-9e2e-d13ac6d50b97	TCGA-FG-5962	721a95b0-c450-46a9-8544-97964dbc408a	TCGA-FG-5962-10A	217478ff-7a11-4dd6-9ef6-da35f4236cca	TCGA-FG-5962-10A-01	55f49db5-9437-4433-a451-4e48126f7df8	TCGA-FG-5962-10A-01D	1.9	'--	'--	DNA	D	'--	0.15	'--	'--	UV Spec	released	'--
TCGA-LGG	e09f93e1-1649-48fa-9e2e-d13ac6d50b97	TCGA-FG-5962	721a95b0-c450-46a9-8544-97964dbc408a	TCGA-FG-5962-10A	217478ff-7a11-4dd6-9ef6-da35f4236cca	TCGA-FG-5962-10A-01	eeb70abc-09fe-4df5-900f-e04eb1a110fc	TCGA-FG-5962-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	'--	'--	PicoGreen	released	'--
TCGA-LGG	e09f93e1-1649-48fa-9e2e-d13ac6d50b97	TCGA-FG-5962	86c429b0-bf15-40ab-b9bc-65b8263e0081	TCGA-FG-5962-01B	4f6da8b2-84ea-46de-a5b0-e3f1c6262f96	TCGA-FG-5962-01B-11	af59c0fa-570d-43ea-8c95-efc055338f3f	TCGA-FG-5962-01B-11D	1.9	'--	'--	DNA	D	'--	0.15	'--	'--	UV Spec	released	'--
TCGA-LGG	e09f93e1-1649-48fa-9e2e-d13ac6d50b97	TCGA-FG-5962	86c429b0-bf15-40ab-b9bc-65b8263e0081	TCGA-FG-5962-01B	4f6da8b2-84ea-46de-a5b0-e3f1c6262f96	TCGA-FG-5962-01B-11	3ae83809-da95-46fe-bc07-7e8767867bc4	TCGA-FG-5962-01B-11R	1.7	'--	'--	RNA	R	'--	0.16	'--	'--	UV Spec	released	'--
TCGA-LGG	e09f93e1-1649-48fa-9e2e-d13ac6d50b97	TCGA-FG-5962	86c429b0-bf15-40ab-b9bc-65b8263e0081	TCGA-FG-5962-01B	4f6da8b2-84ea-46de-a5b0-e3f1c6262f96	TCGA-FG-5962-01B-11	f01a6eb4-a4f2-4f43-ace0-e6e578dde625	TCGA-FG-5962-01B-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	'--	'--	PicoGreen	released	'--
TCGA-LGG	b7395082-415b-4ab3-bf1e-59d0f4e4b488	TCGA-S9-A7R3	552094ab-c348-478b-8e43-9e9ecdb6f38e	TCGA-S9-A7R3-01A	6e75c77a-2554-4f13-926a-dcba9e4598f4	TCGA-S9-A7R3-01A-11	fad4bae9-881b-4f6c-ab48-39f87c25a745	TCGA-S9-A7R3-01A-11D	'--	'--	'--	DNA	D	'--	0.16	'--	'--	PicoGreen	released	'--
TCGA-LGG	b7395082-415b-4ab3-bf1e-59d0f4e4b488	TCGA-S9-A7R3	552094ab-c348-478b-8e43-9e9ecdb6f38e	TCGA-S9-A7R3-01A	6e75c77a-2554-4f13-926a-dcba9e4598f4	TCGA-S9-A7R3-01A-11	df5a314c-26aa-436c-a8a2-c9a185da36bb	TCGA-S9-A7R3-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	'--	'--	'--	released	'--
TCGA-LGG	b7395082-415b-4ab3-bf1e-59d0f4e4b488	TCGA-S9-A7R3	552094ab-c348-478b-8e43-9e9ecdb6f38e	TCGA-S9-A7R3-01A	6e75c77a-2554-4f13-926a-dcba9e4598f4	TCGA-S9-A7R3-01A-11	637d7afc-3228-478a-9710-e9546c029232	TCGA-S9-A7R3-01A-11R	1.89	'--	'--	RNA	R	'--	0.15	'--	'--	UV Spec	released	'--
TCGA-LGG	b7395082-415b-4ab3-bf1e-59d0f4e4b488	TCGA-S9-A7R3	0ddab3b9-b1bf-4561-82d7-568c92f4d347	TCGA-S9-A7R3-10A	baa13383-4698-4f24-a5d4-d00f8eb4d1f8	TCGA-S9-A7R3-10A-01	787b3de6-1563-4dc7-abfa-cbbf15c913ef	TCGA-S9-A7R3-10A-01D	'--	'--	'--	DNA	D	'--	0.15	'--	'--	PicoGreen	released	'--
TCGA-LGG	b7395082-415b-4ab3-bf1e-59d0f4e4b488	TCGA-S9-A7R3	0ddab3b9-b1bf-4561-82d7-568c92f4d347	TCGA-S9-A7R3-10A	baa13383-4698-4f24-a5d4-d00f8eb4d1f8	TCGA-S9-A7R3-10A-01	ba521f5c-31a8-4ba9-9aa4-9cab24794a79	TCGA-S9-A7R3-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	'--	'--	'--	released	'--
TCGA-LGG	02194c0c-e2c1-4ea7-994a-07b61b2575e2	TCGA-HT-7902	729d4313-fc83-48ea-9bbf-2e6b3084a9bd	TCGA-HT-7902-10A	db567a1e-3a5f-41de-92b1-fb5fa6ff26e9	TCGA-HT-7902-10A-01	d05e4324-61a0-4585-8eba-b2d207d4140e	TCGA-HT-7902-10A-01D	'--	'--	'--	DNA	D	'--	0.15	'--	'--	PicoGreen	released	'--
